cell_id	0	1	2	3	4	5	6	7	8	9
PDX_pRCC_3	1.7046501285900147e-09	1.0047275107591809e-56	3.081065549167508e-07	5.1514147722310804e-12	7.501339979144288e-27	5.470539849414871e-13	1.0047275107591809e-56	0.9999668128236973	3.2877358399901124e-05	1.0006732844650756e-12
PDX_pRCC_30	2.131621438757463e-17	5.6551275607151735e-58	3.7469138075250905e-13	5.780643449017515e-19	2.0066854562299766e-30	7.731653505286311e-17	5.6551275607151735e-58	0.9999999939166884	6.0829401525556445e-09	5.605443989817395e-18
PDX_pRCC_31	2.1445736685452916e-14	1.5909078701292538e-35	1.8477470202487866e-11	3.368816351737198e-14	4.254276374612077e-16	1.1536876170180815e-14	1.5909078701292538e-35	0.9999994270614472	5.729199577060918e-07	4.955214715309264e-14
PDX_pRCC_32	2.3646313031600364e-27	8.342513235958328e-70	1.6025778487559494e-12	2.591348715933289e-37	6.445216355438479e-40	5.1474119352138246e-30	8.342513235958328e-70	0.9999999999983267	7.264982475241752e-14	1.9160747376780213e-24
PDX_pRCC_33	1.3189210931937543e-17	3.9371239710328573e-66	8.789240252551035e-06	2.480942608102635e-27	9.162588444594016e-39	1.1043077291092271e-21	3.9371239710328573e-66	0.9999907457254589	4.6503428890813316e-07	5.005358238721774e-16
PDX_pRCC_34	1.4984095444400445e-28	3.944043733082203e-71	5.239901248912653e-15	2.8012887608624833e-33	2.4048063033279807e-46	1.3823881193580617e-25	3.944043733082203e-71	0.9999999999966747	3.3166645032865484e-12	1.0066863443491354e-25
PDX_pRCC_35	8.179191828034079e-29	3.008276350238531e-73	4.459847003092332e-13	3.221137605063802e-27	1.0674674152851322e-45	1.1227004264981136e-26	3.008276350238531e-73	2.369143800141128e-05	0.9999763085611697	3.832256213786081e-13
PDX_pRCC_36	6.878651427379433e-15	1.1236739809051531e-62	3.4175844633779328e-09	7.861361721729448e-24	9.15263068406953e-32	1.1032629391149023e-16	1.1236739809051531e-62	0.9999999964144948	1.679138003518636e-10	2.471528853535322e-21
PDX_pRCC_37	3.412148913943136e-22	8.416517948327666e-70	0.004695043099219546	6.246449129609102e-29	2.9865469837202586e-42	3.298407085818735e-16	8.416517948327666e-70	0.9953048818677758	7.486948141226435e-08	1.635259888755719e-10
PDX_pRCC_38	1.3692505426178776e-18	5.911640615394101e-69	5.23480325818435e-13	4.306131767921093e-24	5.692380634732986e-44	1.0022024061759268e-16	5.911640615394101e-69	0.9999999999972147	2.2625042882865992e-12	1.463269638755777e-24
PDX_pRCC_39	2.1934280114406136e-32	6.853803967746602e-67	9.613145248375633e-16	8.397039002906858e-33	2.432028030184572e-39	3.980429676441638e-30	6.853803967746602e-67	0.9999521561847355	4.784381526338427e-05	3.8421422745672695e-20
PDX_pRCC_4	1.2428425864445842e-35	1.1284266632545334e-69	9.83269034606293e-23	4.238572170612992e-33	1.0865738470129291e-44	2.28874263961093e-31	1.1284266632545334e-69	0.9999999913031274	8.696869071344587e-09	2.279121047511817e-23
PDX_pRCC_40	1.0420186822145354e-36	2.4426710953421156e-69	9.909158664477103e-18	6.023649508054398e-32	5.684654615093067e-42	1.715834497856093e-28	2.4426710953421156e-69	0.9999998154018598	1.8459814077825816e-07	5.783117480784657e-17
PDX_pRCC_41	1.5527575668075054e-25	1.0391551172049621e-66	2.012550807041538e-08	1.0762892483152323e-34	2.111565228641526e-36	5.566573589420287e-25	1.0391551172049621e-66	0.9999999791073224	7.671709951121438e-10	5.30093730977282e-21
PDX_pRCC_42	1.7035612100279314e-32	9.66458628002129e-67	6.778878158880523e-16	2.784319824683214e-31	7.872068806300889e-36	1.3098237988944858e-30	9.66458628002129e-67	0.9995605080162098	0.0004394919837919481	1.2653099272911886e-17
PDX_pRCC_43	5.866737273108123e-13	7.988671971748203e-64	3.4895665000351383e-09	2.818883518928858e-16	4.267587112369743e-33	5.787945917691855e-16	7.988671971748203e-64	0.9999990452165346	9.512933093715849e-07	8.177687264240661e-16
PDX_pRCC_44	6.312865467808601e-20	6.780209308042134e-63	1.0651059589029114e-10	3.731474263415162e-18	3.5360962875164805e-36	5.32775361425253e-12	6.780209308042134e-63	0.9976879953045602	0.0023120041106008617	4.730010239000014e-10
PDX_pRCC_45	6.99156702855937e-12	4.641470565914128e-57	1.1206352457127328e-07	2.662163610598321e-17	4.506742276104254e-28	1.3794268370422079e-14	4.641470565914128e-57	0.999999887467154	4.6231751007657344e-10	1.5178422315073794e-16
PDX_pRCC_46	4.5885058261732463e-42	4.2412068060152354e-70	1.9540186688685338e-25	7.687713702566171e-35	2.4160650327640263e-43	3.343776710891836e-28	4.2412068060152354e-70	0.9999999999099529	9.004805833804513e-11	3.7648322474386774e-20
PDX_pRCC_47	5.847783468433124e-24	1.5430485826938946e-68	7.299532280551198e-12	1.643058970836358e-21	1.4111755492682096e-42	9.727515771639229e-23	1.5430485826938946e-68	0.9994458917757498	0.0005541082164962061	4.551518514331437e-13
PDX_pRCC_5	6.02017903276814e-14	2.0747207117112166e-67	1.5928467579207025e-12	2.356743484047805e-15	3.207213147366122e-43	4.5336207761434395e-17	2.0747207117112166e-67	9.40827444410773e-11	0.9999999998126512	9.161070817047683e-11
PDX_pRCC_6	1.4169791632185818e-24	3.2200435460565635e-63	2.054259881074749e-07	3.782143221953179e-29	2.5195863089856106e-36	3.485828321832321e-22	3.2200435460565635e-63	0.9999981156073323	1.6789666724506333e-06	4.093780709233176e-15
PDX_pRCC_7	1.4098353281142015e-29	2.2153858523497547e-70	3.022666394983784e-13	2.2424862797292392e-27	3.211487197288072e-42	6.963771508696229e-25	2.2153858523497547e-70	0.03937767221489163	0.960622327784224	5.828526451815702e-13
PDX_pRCC_8	2.600992932781069e-27	5.775742315316081e-71	7.045897445796364e-11	6.119501880048175e-33	1.3441474077685112e-43	4.715693658145566e-28	5.775742315316081e-71	0.9999999996631175	2.664222885178543e-10	2.0358379826196092e-18
PDX_pRCC_9	1.7959065526716042e-19	7.223088826742783e-69	6.948298441432899e-14	4.1050326010593286e-25	1.6809780617811364e-41	4.324295822999139e-19	7.223088826742783e-69	0.9999999168258603	8.3174067291791e-08	3.5850210186337696e-22
Pt_mRCC_0	6.157738948175886e-20	5.029866245285671e-69	1.4241541568096858e-07	2.2938933663186805e-15	4.368913178576438e-42	2.590800493789492e-18	5.029866245285671e-69	2.4984545377826006e-11	2.330833219573802e-10	0.9999998573265176
Pt_mRCC_1	9.924541226821887e-10	6.370549803563986e-67	2.5793970591457878e-05	2.984836592739637e-11	9.353208833277282e-42	1.942117105483255e-10	6.370549803563986e-67	1.0314700886442656e-08	0.9998117279267611	0.0001624665714316832
Pt_mRCC_10	4.0858115358992724e-07	9.807674908006032e-68	2.2440869578708782e-12	7.558857761793503e-05	1.3676195886312297e-41	0.9999183684682593	9.807674908006032e-68	7.101894757103097e-21	1.233664403327622e-11	5.6343583853197625e-06
Pt_mRCC_11	5.058792773850273e-26	6.73175657098688e-71	2.3277282399434992e-09	5.173688232335538e-25	9.387018063642832e-45	2.756332004531431e-18	6.73175657098688e-71	1.6702429397200654e-11	2.1505299474038855e-11	0.9999999976340632
Pt_mRCC_12	4.659512000346588e-23	7.05308395386871e-59	3.261004605275036e-08	7.19547664033402e-22	1.0487927293454747e-36	4.303015774045835e-11	7.05308395386871e-59	2.0996705962135213e-11	5.230824300207869e-09	0.9999999620951037
Pt_mRCC_13	2.861584440037364e-12	8.30567017736827e-72	0.9999999995866986	5.053747981564676e-21	1.1581743214191705e-45	1.3765334942085485e-15	8.30567017736827e-72	1.072648736792826e-12	1.1923902953901928e-14	4.0935444656545977e-10
Pt_mRCC_14	2.7018910341115096e-18	6.134760517615887e-66	0.0002311028027723802	3.7549325942823654e-20	1.4276991591482964e-38	1.4021031525092063e-19	6.134760517615887e-66	0.9997682297742527	6.669513122658991e-07	4.716614004319514e-10
Pt_mRCC_15	6.250202954322604e-13	1.4473698430162616e-68	0.9999982445502258	1.0310289975426938e-22	2.018267701438012e-42	2.091418916727054e-18	1.4473698430162616e-68	1.7552390631558211e-06	2.246204064240785e-11	1.8762489776057316e-10
Pt_mRCC_16	1.6195408818021286e-18	1.9410533969400532e-63	0.9999992554498079	1.267280924310691e-26	2.0985495119112517e-43	6.058879266410147e-17	1.9410533969400532e-63	1.5224248843076005e-07	1.6471265269471087e-10	5.921429926121144e-07
Pt_mRCC_17	2.3541610923423747e-15	5.496367905869375e-69	0.9999999877925775	2.5763551320283202e-23	7.664345000113212e-43	1.379670463328852e-10	5.496367905869375e-69	2.96048670851112e-09	3.585662583790034e-15	9.108965928093967e-09
Pt_mRCC_18	2.9881664411628817e-05	4.0289895903541824e-73	1.2042598735688302e-10	1.7291714028246608e-12	5.915342032896474e-48	0.9999701182134331	4.0289895903541824e-73	2.5085331107299838e-24	1.859562296416846e-23	6.693786099746428e-17
Pt_mRCC_19	1.307556819689299e-15	9.944292395250223e-72	0.9999776820587878	5.9350405448028855e-24	1.4841997208732614e-47	3.2483152092235043e-10	9.944292395250223e-72	2.777562644811709e-07	8.190381546049567e-12	2.203985192588842e-05
Pt_mRCC_2	1.3755299832805843e-07	5.051496820944242e-74	3.1568996486608604e-13	4.101982999198365e-14	1.911473781596908e-50	0.9999998624465173	5.051496820944242e-74	5.143912015496299e-22	6.655791862915617e-19	1.2622417108481464e-13
Pt_mRCC_20	1.1277245571632014e-21	1.2226967981018766e-72	0.002140162132233958	9.029900801684942e-21	4.1207019878439136e-44	6.126808323333626e-14	1.2226967981018766e-72	3.7801997254536986e-08	0.000643013495594171	0.9972167865701149
Pt_mRCC_21	1.5485705441994865e-13	3.576210540347036e-71	0.9999999864927035	1.2138531220428668e-19	1.2206816327086633e-45	1.912485575220178e-14	3.576210540347036e-71	4.919698099864067e-15	6.105657221072996e-14	1.3507054384537762e-08
Pt_mRCC_22	1.216346745085895e-13	9.91404756525103e-75	0.9999999999989271	8.654202436391521e-23	8.178685547771221e-47	3.1916281128524203e-17	9.91404756525103e-75	4.587651576082568e-19	7.023009486735109e-19	9.497190512003505e-13
Pt_mRCC_23	8.129509079699854e-19	1.1429247335499856e-72	0.9999972847748445	1.1564416591063609e-25	1.6780362830897994e-47	8.297871218542579e-12	1.1429247335499856e-72	2.4103133613609757e-10	2.703331884955113e-12	2.7149731242290065e-06
Pt_mRCC_24	4.61694717628447e-16	1.5445706576912895e-70	8.046690536696459e-12	7.464032467747385e-12	2.387679118649851e-46	2.8057820742661178e-11	1.5445706576912895e-70	2.9792214859394197e-18	4.462318383479271e-10	0.9999999995102016
Pt_mRCC_25	7.95923258504919e-09	7.647800700358243e-67	0.9999999876590026	4.809389188330702e-17	1.1228462106318324e-41	1.6028139246513968e-13	7.647800700358243e-67	1.7345564842895815e-11	4.339796254095759e-10	3.930280495732398e-09
Pt_mRCC_26	7.767125879417645e-23	1.1037388175292405e-63	1.5406012944147126e-06	1.6929137336052644e-31	6.070657984885541e-37	6.6597240489726594e-21	1.1037388175292405e-63	0.9999984530853921	6.313313938548145e-09	3.0205097380877052e-15
Pt_mRCC_27	2.478358333229338e-24	2.9983010156846493e-74	7.878302383724121e-09	3.36704722736119e-21	1.8214018197247574e-51	1.5078534102308888e-16	2.9983010156846493e-74	4.587416641522951e-19	4.696406997602188e-12	0.9999999921170044
Pt_mRCC_28	2.859750268455486e-24	3.7158341758037405e-61	6.303694377778229e-07	1.96021257548471e-19	1.4993946269187462e-41	8.923282933774924e-11	3.7158341758037405e-61	2.449273773870443e-10	2.60480544666281e-07	0.9999991088158559
Pt_mRCC_29	4.711923983184649e-19	7.648151435712274e-70	0.9840694871449772	7.976100614230643e-29	4.356880504600895e-43	2.5001809504191086e-16	7.648151435712274e-70	0.01593050676947786	5.948507417179739e-09	1.3703592914110305e-10
Pt_mRCC_3	4.529179474413285e-19	6.163595281962392e-50	3.224883069427522e-16	6.801753585471159e-22	0.9999999999979323	6.142483700985833e-22	6.163595281962392e-50	2.060561211734599e-12	5.0752221896706546e-15	8.305985543022188e-20
Pt_mRCC_30	8.367934924135241e-16	7.952891801398912e-72	4.623721167186011e-19	9.6483296938862e-10	1.3110058179895073e-51	0.9999999989938786	7.952891801398912e-72	2.9749837438879e-26	3.525006258463957e-17	4.1286568577946276e-11
Pt_mRCC_31	5.082204406195295e-18	1.1722026202885e-71	0.9999169778488899	1.8445804734394913e-26	4.435585440954186e-48	1.4326964864972529e-12	1.1722026202885e-71	4.905017898410746e-13	1.5147061905051295e-13	8.302214903877666e-05
Pt_mRCC_32	1.6965546685307675e-08	4.118440712976429e-67	0.00016137603775968377	3.0856554582827333e-09	6.046673716354767e-42	1.2552280762805985e-05	4.118440712976429e-67	1.948056628396669e-09	2.1434264241668573e-05	0.9998046154179737
Pt_mRCC_33	8.907209713498822e-13	1.4471751527235968e-68	1.5213432664558185e-16	1.176200198977564e-13	1.51061263803419e-48	0.999999999998991	1.4471751527235968e-68	1.3662671267623471e-18	7.623919021895327e-22	1.8466034350760226e-19
Pt_mRCC_34	3.460136586692144e-17	1.2215863977735336e-71	4.053318844119198e-06	1.8319210283036937e-15	6.958944270236854e-45	6.056265633886253e-17	1.2215863977735336e-71	6.849805321315583e-10	0.00015311134680445407	0.9998428346493696
Pt_mRCC_35	6.199183890022997e-19	5.817874272591812e-70	1.843019868903208e-05	1.2329808430594522e-12	1.4438257584687824e-46	2.541349615177919e-12	5.817874272591812e-70	4.994098470658055e-14	3.379745237723444e-08	0.9999815360000309
Pt_mRCC_4	4.434969314050216e-06	3.468902192084039e-72	2.2321248044584203e-10	5.881966382137662e-14	5.093024562279437e-47	0.999995564807415	3.468902192084039e-72	2.798674476086528e-16	2.467417356190962e-16	1.9471599122879324e-18
Pt_mRCC_5	2.1510432094979482e-26	8.679234848760972e-75	5.402331448250053e-09	1.9478848518943343e-24	7.538733966584345e-48	3.089074328148344e-17	8.679234848760972e-75	1.6935579005049178e-13	2.968542529637595e-10	0.9999999943006443
Pt_mRCC_6	1.7451007030161303e-10	1.501794755006645e-70	3.577059552459964e-21	0.9999004337466498	2.475655032668067e-50	9.956607721642497e-05	1.501794755006645e-70	1.2893886251204544e-26	2.2392199233073245e-21	1.6215570150109802e-12
Pt_mRCC_7	6.718889697959297e-21	2.8370012951559393e-60	0.9999920739992283	3.35703218542112e-29	2.7667654330000255e-38	7.567729993162654e-13	2.8370012951559393e-60	7.881490263468363e-06	1.53688240105964e-12	4.4508213764686405e-08
Pt_mRCC_8	2.3656846619137088e-17	5.559533524723865e-59	0.999999694509857	7.421890220423361e-24	1.9219610550050147e-36	1.4563042808936657e-09	5.559533524723865e-59	1.3690568425653884e-09	2.811457666441245e-16	3.02664774978999e-07
Pt_mRCC_9	3.077516431037853e-05	8.903389492596377e-71	1.3466002937290384e-11	2.6460595542224787e-16	4.89694044074347e-44	0.9999692248222262	8.903389492596377e-71	1.8668596792413634e-17	1.5201351037917324e-17	1.7255710414832646e-17
